N,P,K,temperature,humidity,ph,rainfall,label
99.84622008557261,55.34549061765036,100.89715526194607,27.01687612196214,65.87274241099443,5.844945935047852,1778.5648259648397,banana
33.62410664948898,30.743440899126426,56.149612320467746,32.40715610906692,40.10715735559782,5.42620139849329,907.2088665941947,mango
16.233864318929026,10.919929271068217,19.14856046897453,26.077056372978987,59.48287209439729,5.706329154568531,649.2954350793834,cassava
15.674054177255657,59.325908318730896,17.908171335334842,26.478382376038446,39.74343685429905,6.878775231028155,417.221278116133,mungbean
21.243630262392017,51.80284973559642,29.288298116010097,27.680122940073147,59.80983792097311,6.1992411906086575,795.5568473618264,pigeonpeas
67.96569801686525,8.339520606770767,1.7789333638470572,10.930366546699892,73.44582228537168,6.145254149566648,565.8182858856807,maize
67.69849973923215,25.277782326400207,24.13040610440256,28.986730332424163,82.39872752284725,6.945643210781765,694.3839196837948,jute
57.56788679986982,67.34962552816323,47.79980245708204,29.5118390526516,59.606927123723686,6.45965096467948,660.0947939823362,watermelon
20.3313302820724,42.71828099030184,40.488822414725014,24.08012363980515,37.60228836027033,7.09961681792693,353.71928428265824,chickpea
88.51567847964326,33.124494505637514,64.16834082138803,28.247687488538514,40.490995332106195,6.527714437699691,704.0728421993622,orange
35.54342842322451,7.211740224058337,16.082470639741324,25.221162957179565,81.7553644620657,6.487472084534553,2244.30955942924,jute
20.69279057083499,9.52315446430606,21.820585523798073,29.545456755838785,59.22714762533705,6.212339884985198,397.5597340527221,cassava
17.34734163949527,62.49432601280497,41.06078137620881,16.793566306771808,41.851161705185945,6.588779972103828,728.440055291191,kidneybeans
63.14074981524604,24.307507828391998,72.73507510214542,29.133220866627692,100.0,5.390454216040536,1495.7042086959852,coconut
15.084955128391384,30.17853683697447,23.75313522390399,33.96791054356525,35.96120776940983,7.3613174133884876,260.8953395310916,mothbeans
52.24165824628182,35.08062665404947,25.094995411299355,28.95749038628774,56.18407215744135,5.7817638225830645,714.8731273310783,guinea_corn
50.19459053462565,1.7288197770824352,0.0,27.00713333647316,76.68072481513114,6.3352129026056,2188.626187002329,cotton
42.781388337959996,16.921268031658528,39.5453051823444,23.640994414173193,62.916964843406674,5.7438503356408415,1659.4550356344796,yam
16.013872584696355,47.130429494958044,20.016919435976607,31.23777259604631,86.3835973227094,7.114392883679435,656.0975140808602,blackgram
48.47981094367302,58.39975299509179,35.5865825428463,32.57826367087489,81.56406565489972,5.8561425016104645,1786.5546662789802,papaya
13.531681672445334,36.264965262414435,22.727565958505245,38.69341465147207,40.839281853259635,7.392212372763882,353.1589347623078,mothbeans
36.342251685446435,43.1088820227821,65.61228124630662,27.621211825626926,56.711019716695596,6.123030399216369,554.7043661688248,grapes
7.788994196698409,51.13964753186454,22.68917363216161,14.999046901673996,25.212228761537144,7.501679771229258,233.63580868518375,lentil
42.87244074784293,63.342291941726906,51.63162926500595,27.276300661935238,39.71083620895345,6.7332788185376815,224.94899289631678,grapes
23.191837323400808,5.707830211388713,13.181289370100783,19.36011590018031,53.77728749957639,6.078398771412536,361.6434043713449,maize
20.437579178419572,45.806132991189536,27.405046158683568,28.447768048558263,52.09525544554688,6.641440507140799,1251.685879154008,pigeonpeas
15.021829999661108,52.32868087426898,26.351963142376057,19.971040546585172,31.599279288760652,7.629665007227776,318.23437179165114,chickpea
205.9055988124173,22.085408272012863,29.24038480085235,14.176189822502693,66.66575641524219,6.078505542475939,1009.8958333671038,maize
69.34550764536216,33.602056895115744,35.12710206792571,20.811124946570196,58.6881984573516,6.3706996682501185,637.7749604470815,orange
16.679371343793118,36.48468435332773,23.335688618195615,35.91836015845687,34.29834288541353,7.001711719945202,338.66563972193273,mothbeans
105.56977433202815,62.600635705474595,50.16447060871134,24.73033800209664,67.44897301712729,6.019010945366554,820.4473557442593,tomatoes
15.146580210977113,30.243550147223296,17.19203324877298,33.6741981648981,20.973947282003067,8.024873022956081,188.05230881478434,mothbeans
42.07110012570165,23.605183731907452,55.94854373397244,28.773576215048006,51.75380325602059,5.571319518371796,824.7387731674036,mango
19.3409336530612,31.179328659069448,24.12737815787454,32.02887925392606,37.67050265869259,7.766889238687031,307.40555903478815,mothbeans
46.7548972487722,31.557573880193722,28.869385867214113,31.682082553923237,55.74386351133876,5.8507891400579215,728.618957063431,guinea_corn
49.803192456717305,55.52329598803301,39.14858456837667,27.69383253398069,69.17329301660439,6.157269053985609,1651.1356536833669,pepper
17.121097078832356,56.67770336984813,15.968353218287175,17.32048198470495,42.31607474168092,7.235921863598745,249.6408343239478,lentil
23.259035800562412,41.9430561052022,29.17901296811013,31.10629831275842,34.517997018332274,7.077033738447486,230.28465269832765,pomegranate
57.654374943750156,51.8217623624166,52.45498681794313,29.489625656971434,57.953780418228845,5.9750599422835515,1496.4323464424322,papaya
40.48667540212874,2.8379028453409134,3.9982393799594513,18.2347519140448,64.84022378952783,6.382021048707422,1229.7745448819628,grapes
15.61522601770389,27.012939760470054,27.55374775845703,17.671516029935937,46.97586970339199,6.749172498934112,327.7208911995607,lentil
44.18016613153912,26.081175660420357,39.811948024092864,28.370628693524658,50.44657576854687,5.393842311153969,1319.7251485295737,mango
38.98668778121869,26.693302559756226,35.8056680345499,28.285115140905567,56.982173277208204,5.597577849468874,835.6514968622333,mango
66.02139283401054,61.17398815902461,64.48499229892926,29.28046270842183,36.73952313917962,6.375960451663017,431.2336607899463,muskmelon
23.57865556533413,6.573692126239084,7.806471949630216,30.117681129208048,79.93978223520034,6.288520507242641,2343.9616174651874,soybean
17.357400475952495,32.552745370709786,16.132095427483147,34.90457728771604,34.963974609094315,7.152490593242237,435.30584715904354,mothbeans
76.54727119815493,22.727317916006253,33.14599591459737,27.031491562261994,83.45036838168306,6.638323715024278,2554.385521307893,muskmelon
46.45122693801238,29.600393837868157,13.878079456955657,30.673806527953232,54.52274377648579,6.502690888153669,565.0809373380075,guinea_corn
43.41751587666152,65.44210455065361,48.21247158894384,30.117968443179194,64.46872500802698,6.39723523974267,630.6834787793828,watermelon
13.100328669947869,35.50169976607222,19.93584439832788,28.628494665190548,50.91975924478789,6.076308889599413,1151.755704541173,pigeonpeas
70.77882173272104,54.53434589329898,63.476780855126236,26.817526956248717,67.95687020122386,6.7098350271819625,1078.1011602823687,orange
45.00473042005248,38.90785117125905,39.73646377610104,33.178882567123395,57.839110587363805,5.497881128634751,704.5883128290133,mango
16.643129907109447,37.52630099319028,26.65631715701782,29.95109025424472,55.2082576215471,6.4443023070008545,534.4796062385533,pigeonpeas
95.24385925148121,65.59717544894781,88.3310319427627,25.84093429566792,89.97059356453641,6.338205026806645,991.567564251648,banana
22.674597857004755,44.357524013426115,25.922756515985185,33.084219905135754,75.06092888159122,7.118451072990919,681.2549345889713,mungbean
29.86632612489772,42.576658486135884,49.88907996051398,28.37397125547974,48.232799156777055,6.567728456933526,301.58519267402914,pomegranate
35.08769470760471,28.81155821910384,63.00625401055959,31.73561091908489,57.2740507899162,5.233046568717658,569.4129060212264,mango
108.4828866912443,24.65515990960956,27.930132742802886,24.945869643684144,75.49704823731969,6.270074043277268,2443.3607524366125,maize
21.186290706777232,66.40434297607432,51.94362098203062,19.217950666268848,74.79481761860873,6.302292852002099,979.0157464243752,kidneybeans
16.857462783015592,70.574954697117,25.10396853837704,28.543994117541732,53.1710355889516,6.912462925744455,403.1053731313197,mungbean
31.558793541578726,8.797411597637733,0.0,22.279083858345185,66.45781838340986,6.004300090826679,915.4664186196774,maize
23.258922886486726,14.083103835642959,20.198367310646343,28.81575810179498,42.42212576057928,5.671175410035958,281.40510686242527,cassava
92.60071372527266,15.308276806501834,130.76169769902617,27.260280506582887,75.18120536894695,5.868757576309977,2752.142454255248,cassava
19.86490177219643,36.229890074379846,30.245122287828625,31.50219890901462,19.349169537436794,6.508537274354947,112.9969362129423,pomegranate
14.519601613300079,56.713400764504655,26.065983141188447,28.496061336522363,51.80946064333382,6.261192242958954,661.4010707897897,mungbean
16.5499333378079,32.149392507860284,14.380732224289972,18.214415924080267,36.81153644505269,7.187930401736184,292.80823926037056,lentil
40.35430851061434,10.673084262285473,14.893501640101444,22.684913268805893,67.1412697902197,6.6866256144682135,1416.6303755162098,cotton
110.61366246020096,52.038766113366144,80.60119774937385,27.370618342423814,81.29368006703818,5.285778268342951,676.6431831563627,banana
9.830350098221455,11.39649136468657,54.136293804322925,5.518218950445411,57.46905469457332,6.478846554900187,491.024271256376,soybean
57.85185082310376,19.33391422577879,68.57694779866733,29.53255188429655,92.07457710864381,5.7330795077064485,2964.7490366714947,coconut
189.0791640236656,20.90197129495084,29.14701513159103,14.994447375508908,73.23003093557276,6.608413930585576,881.4170319570554,maize
6.436120011286826,33.145185078977605,15.4957841563558,29.487318643255016,64.61952241509861,7.23935313396873,265.31938110118966,blackgram
13.475579407058067,48.52219681182528,22.733757954884933,32.90493506894149,58.2674476460232,6.590142307883249,593.3310716065102,mungbean
18.896417114239306,45.30717351543274,44.53232789665325,18.703061599961725,38.43554622994967,6.388622788798882,906.0414402697742,kidneybeans
29.78504652776122,35.74836358912628,34.32140574634544,30.69341995520984,65.11556551584424,5.947976676648274,297.0947450055477,pomegranate
31.72897290081213,22.11428941315128,23.47688675822632,31.144346262074926,54.892340135500355,6.141560984363003,530.9847704455923,guinea_corn
39.498592603978544,69.08994179204983,76.44643372796057,31.390405800167997,62.83751023661501,6.203637997729775,447.5668260974344,watermelon
0.6186219142830769,0.208047203790769,0.0,27.017661466843503,76.35747655412824,5.868117843280099,2227.573813761976,cassava
48.43489288547267,40.428490851049574,53.437878815498856,29.902695296859097,50.327969954115865,6.272451399589979,372.3519142953079,muskmelon
22.370121229271046,54.096361186839935,32.14183655560156,22.162556844112398,44.62106918283169,8.216511597861132,542.1107974235408,chickpea
176.1511193482848,20.630130758552934,147.3437761276504,25.44194500580189,72.43812879661654,6.138070057202388,2002.793196992225,maize
47.25467317098341,21.288991528989392,34.68239275879189,26.75784913521889,88.65560370432178,5.786051025662032,1362.0196816266525,yam
35.622465688940075,22.49186290656428,45.690037997801866,29.522788936570745,57.68413273694562,5.575285306213613,601.2366646703581,mango
68.27649366294233,44.97025229448657,52.634872153310596,30.588448258026986,47.65592199683678,6.264870300324081,317.1350737220489,muskmelon
26.274075941890217,50.54342852120391,45.255432530736705,22.86766567731969,46.227045107279,6.396999447244265,939.8635525059672,kidneybeans
77.57764012893745,34.15694264466538,73.14188053735151,24.69923066205677,66.33499419061371,5.308008148612233,434.2163465311397,tomatoes
45.20646057343916,43.109177968266486,47.31378376061936,27.822730313881923,100.0,5.853849845091257,401.66073114527467,papaya
61.80911560044761,49.39073616293362,39.48452441659839,23.044491197915903,59.48418742784422,6.268432887444214,587.5931282569284,orange
21.769541224418965,52.87024684587499,58.28229690184623,32.181723341207395,35.37060487974742,6.455017784276267,171.01633669277592,pomegranate
4.526389251836984,1.0976464724583186,0.2262382386067556,21.849883048746197,63.679969160263184,5.810125648935515,1124.309239578097,maize
60.200410407210605,27.809202373225293,19.479272716680406,28.084144321009465,40.093459225007614,5.9139834915539815,951.3472361131362,guinea_corn
46.98367105414658,10.652226544964464,3.19360817031245,13.762988029987373,63.74950119711856,6.309817854062554,613.9633919108263,grapes
244.3756046689627,9.18893849578642,168.24904120010345,22.48335745057921,87.38467213059137,6.043355112752526,2441.6110224366034,coffee
19.885189869385613,27.72523355407508,19.185678559590553,33.83663817210271,24.852432693071332,7.305216736480197,189.8453759913969,mothbeans
247.6342706346509,37.032138412419215,93.40576746445306,15.494033801012144,59.87065947015262,6.221433983051919,603.1165674809562,maize
13.162687876078687,53.61503525206102,19.28136896339669,30.217119411553046,54.66770009355539,6.437564942818238,480.7193732841604,mungbean
33.45765706404592,65.33433701296326,35.76042847549855,29.46669534153117,45.707555797013384,6.676565980931216,208.2250777739503,muskmelon
25.659362651302217,49.5096087598302,39.1052231673095,19.094619702980932,48.3213469270829,6.401487422174959,932.6214301563142,kidneybeans
37.5124879518572,24.243226160795267,47.227024153483406,10.612220628255423,79.48419657932766,6.321761554916942,736.5734676047084,beans
8.426447134917199,3.829121267420843,6.655577685257639,27.678757233882088,84.162785217396,5.596413345467077,1540.7075881059134,coconut
36.527460824186505,24.607201138536976,66.61220472271559,28.53303586664344,81.99174043967702,5.011806481615805,2112.194125834799,coconut
152.31386422428508,78.88347823952462,92.33757302402884,21.428342050660724,51.44268902958147,6.417795012699365,480.7771560511454,muskmelon
34.979679978047415,17.679080708064667,53.60755754663835,30.14457669424974,60.55826027575127,5.432041758285148,696.6973522878282,mango
19.315282520814403,59.20665127257592,26.326188806379232,20.783396032020946,59.10796702308332,6.9830878941448615,502.6913148766688,kidneybeans
72.84586709480448,45.57746096634283,38.9281673011824,25.521312309410405,73.175408190174,6.672097088983015,813.8609952001347,orange
23.148338414969807,49.26876463205923,20.89658840824145,29.926752258488644,64.12780926936499,6.746618047998347,1255.2303158369473,pigeonpeas
84.1587130866649,5.5861748245670775,15.67984953388679,26.90090569975873,76.9858967210802,6.09400883747364,2521.613147531708,coffee
46.04319288243736,63.8094391350021,56.00567514740987,29.8132262822001,54.70667887551629,6.04565890724577,657.8867780410629,watermelon
113.69883027905094,25.762434260401008,27.72791308498888,25.238283071433635,75.1063578836803,6.140442988927047,2015.4416506299483,banana
61.46691605456479,36.64829243583012,41.75387990234978,19.882399703504362,67.84487014514771,6.336449763554978,1202.5387254176276,coffee
17.39682537972616,12.725508541500215,19.084862624322472,28.33538306971912,56.837034636351554,5.847600107002391,576.213157163118,cassava
94.2418784626416,62.94046397178487,75.68076965079737,24.913098113628507,95.94177956204013,6.0310614461847525,2144.0184529927833,banana
14.271903756524155,24.87991863053646,18.180821130489228,27.920386937946233,63.923536546265275,6.958806710263336,772.402490605123,blackgram
19.59890337606015,17.13533536007215,61.67131948713564,24.810808273159783,78.96744360276107,6.760868048575631,1912.573401338091,beans
66.87548055236793,31.470685706235706,68.72152855682165,28.743701200488715,97.86382136995533,5.422884277356081,2166.531508096119,coconut
24.1478038363305,50.428063455478075,56.6470274533311,28.894158325265394,50.01824853681937,6.350728748484438,229.6196856740067,pomegranate
60.53053780857941,16.14253301100049,3.668427294844721,13.587520988112065,56.306512508352185,6.604518046113896,518.6497539566626,maize
87.51843826617358,12.549220014637216,51.43218632030048,23.673464147465427,74.14537553096272,5.988609782658704,2510.1191685299345,tomatoes
63.235600861774415,68.25482499470878,65.1397392461417,25.835544301103,77.10166095365318,6.0065214619033105,866.5851241505565,tomatoes
19.100587776820593,40.71207918547541,47.61394741396667,19.853343935554207,40.71152074393927,7.624751050885818,472.0255558893133,chickpea
25.254603709994683,33.76117643022689,60.81984809249942,27.300847576896935,35.847862320947286,6.51020822332167,310.0235341656047,pomegranate
212.8168572253402,27.833178632458857,325.76622516102714,26.399355436586003,84.62316841456385,6.170612644458885,2502.981518496009,apple
47.296333032388304,29.835694077577536,83.43728637927089,31.373913264197355,100.0,5.6792613117684185,1573.2180638303125,coconut
22.329884227186053,41.04572039074958,29.30745199748064,17.673314715517968,70.48639295024037,6.096064973384649,1093.1107869644356,apple
140.26157198386954,26.506049237172284,108.05777303235708,23.49980218290401,74.15073821161134,6.463339858094761,2081.836998091532,muskmelon
26.83931581090776,5.384333489436421,7.084298175648084,27.79037189605171,81.70025647284446,5.993636932106572,2428.5306498609766,cassava
12.002093303115267,44.95225078771782,29.203100132522763,31.093467136402758,52.61067900830306,6.389952676455594,441.2362776434267,mungbean
36.82376099037776,31.114861469054112,67.88270071169283,20.140663228339942,45.22745738165376,7.371329487312391,77.91682116058527,lentil
39.181171193180106,45.319417298413924,40.754358856219,26.804801660809137,36.729826823902286,6.435962966194869,344.65792686269845,pomegranate
127.18577648249808,17.758776046656138,57.27972504631355,23.70459209329738,39.45943770870565,6.779897285394469,98.80203596779734,muskmelon
13.06944530885957,59.278401280812375,25.285065624485423,30.537184557726516,70.28468426412532,6.652350726886887,580.7444118574449,mungbean
82.06860564840798,93.53288749811614,135.5704601089004,24.516066555048766,86.18590400144504,6.2083949633970885,2487.276196167733,tomatoes
56.18556356977925,55.88541128811872,51.23529201841093,29.566536421687076,72.40778186995908,6.037315430072314,901.8142462745764,papaya
84.28647176669958,36.7303123717853,71.86924607121456,26.30800990221734,68.48577618237627,6.128805183122834,1522.6033919129836,pepper
41.133019888765574,41.79387795628234,46.535734939931004,26.776865281794343,37.37340479683832,6.399083916376659,386.42743166533234,pomegranate
20.8658343583279,40.36457471923051,21.741998261970913,32.287888178650654,66.33919022318011,5.892457224002718,844.7490355446627,pigeonpeas
52.619714226089215,8.351357785483344,12.231573413496449,25.175286778933923,68.31637280562035,6.526385593354392,1779.4088315518172,cotton
112.35994309283682,49.80396097348732,63.94630195515059,24.963856428024805,79.28368710735229,6.078915997096844,1519.9024108254632,papaya
17.391534017496927,9.71479427398655,31.811792972752887,22.518854275378285,79.98815541933595,6.698407327191862,2472.8196551953474,soybean
16.351839148294165,40.662183230283404,20.14713133269694,13.231386422428509,47.451508642848175,7.040249924798753,338.5507845594652,lentil
185.150264444608,58.36610511310841,54.65575643435378,15.29871042920845,60.62092587676853,6.138894663497895,626.6391604661312,tomatoes
4.151872490019222,22.179182820410787,23.203447601604232,23.289396645563485,73.03454899649269,6.001507545998801,1421.6005867219867,soybean
132.99501552863617,16.414304346937804,21.546392535011435,22.022841471550763,59.04776907035392,5.943774903022383,771.2958711456365,papaya
59.09962540860559,45.120212947074634,53.56412583534376,28.677725775618054,72.99428819344232,5.976623179296445,1397.8467537831998,papaya
18.589894459936954,43.90217095680618,24.32991416663541,30.029376389458395,47.151016869177596,6.694484130153158,481.85777770883277,mungbean
20.264382545953094,17.508423552697668,26.785825473160152,35.42203493440524,34.032868881296075,7.336524273957315,335.9222502916864,mothbeans
82.14641060822271,27.839502551969527,35.48829771854081,10.814712341122291,69.35089650133287,6.270599599674302,602.1905735989554,apple
62.53540430735367,62.000789564268615,45.08097552493795,26.246894587916252,56.197114459661364,6.309391283352311,257.2400009091566,muskmelon
41.50762877143426,22.377070526509073,47.705812271151515,26.78403262797478,73.8701887689339,6.068337652931539,1320.3749088743875,yam
13.038700984053541,44.04338705956508,31.872190465854086,25.728651572042608,86.37748533659993,6.816817042719816,533.485837119374,mungbean
73.16583254104435,45.211625439915956,41.372242359568794,31.386957823827988,46.0798736008087,6.817980915213987,474.0407139492037,muskmelon
25.293367171205993,72.63745743028564,45.055020261850224,25.336505031203647,74.41066551451931,5.992914606174463,1364.8497330346763,pepper
17.808538315712312,38.522620033286096,46.49329844399359,21.862551485372308,49.76437273601469,6.76298289071681,130.61391289943228,beans
61.26238188436383,57.11521829173907,57.67843694668112,27.610830673920663,65.33870549435244,5.85794298553374,945.50645832813,pepper
42.281173174317345,34.60052784967558,45.96924010934969,33.98310660440947,31.679386951501435,6.334965415119038,286.7677118912235,pomegranate
